Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Label,BinaryLabel
172.16.0.1,52497,192.168.10.50,80,6,1204121,3,5,26,11601,9656.006332,6.643850576,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52497,192.168.10.50,80,6,71963768,8,6,56,11601,161.9842919,0.194542342,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52498,192.168.10.50,80,6,1200185,3,6,26,11601,9687.67315,7.498843928,20,0,8.666666667,5840,0,1933.5,1162.7,1911.59573,3654198.233,1291.888889,DDoS,1
172.16.0.1,52498,192.168.10.50,80,6,71974986,8,4,56,11601,161.959045,0.16672459,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52499,192.168.10.50,80,6,1204118,3,5,26,11601,9656.030389,6.643867129,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52499,192.168.10.50,80,6,71969028,8,6,56,11601,161.9724529,0.194528124,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52500,192.168.10.50,80,6,1204165,3,4,26,11601,9655.653503,5.813156835,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52500,192.168.10.50,80,6,71966027,8,5,56,11601,161.9792072,0.18064079,20,0,7.0,4380,0,2320.2,833.0714286,1679.986285,2822353.918,897.1538462,DDoS,1
172.16.0.1,52501,192.168.10.50,80,6,1206304,3,6,26,11601,9638.532244,7.4608059,20,0,8.666666667,4380,0,1933.5,1162.7,1653.601595,2734398.233,1291.888889,DDoS,1
172.16.0.1,52501,192.168.10.50,80,6,71965349,8,4,56,11601,161.9807333,0.166746916,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52502,192.168.10.50,80,6,1206114,3,6,26,11601,9640.050609,7.461981206,20,0,8.666666667,5755,0,1933.5,1162.7,1897.114303,3599042.678,1291.888889,DDoS,1
172.16.0.1,52502,192.168.10.50,80,6,71967211,8,5,56,11607,162.0599136,0.180637819,20,0,7.0,7215,0,2321.4,833.5,2175.302587,4731941.346,897.6153846,DDoS,1
172.16.0.1,52503,192.168.10.50,80,6,1206959,3,4,26,11601,9633.301545,5.799699907,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52503,192.168.10.50,80,6,71967953,8,6,56,11607,162.0582428,0.19453103,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52504,192.168.10.50,80,6,1243457,3,7,26,11607,9355.369747,8.042095545,20,0,8.666666667,5840,0,1658.142857,1057.545455,1853.437529,3435230.673,1163.3,DDoS,1
172.16.0.1,52504,192.168.10.50,80,6,71926940,8,4,56,11607,162.150649,0.166835959,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52505,192.168.10.50,80,6,1271744,3,5,26,11607,9147.281214,6.290574204,20,0,8.666666667,5840,0,2321.4,1292.555556,2554.159212,6523729.278,1454.125,DDoS,1
172.16.0.1,52505,192.168.10.50,80,6,71908544,8,6,56,11607,162.1921312,0.194691746,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52506,192.168.10.50,80,6,1273116,3,5,26,11607,9137.423456,6.283795035,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52506,192.168.10.50,80,6,71907775,8,5,56,11607,162.1938657,0.180787126,20,0,7.0,10135,0,2321.4,833.5,2705.044255,7317264.423,897.6153846,DDoS,1
172.16.0.1,52507,192.168.10.50,80,6,1275312,3,5,26,11607,9121.689438,6.27297477,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52507,192.168.10.50,80,6,71906937,7,6,50,11607,162.1123147,0.180789233,20,0,7.142857143,5840,0,1934.5,833.0714286,1859.875946,3459138.533,897.1538462,DDoS,1
172.16.0.1,52508,192.168.10.50,80,6,1341048,3,6,26,11607,8674.559002,6.711169175,20,0,8.666666667,4380,0,1934.5,1163.3,1903.962654,3625073.789,1292.555556,DDoS,1
172.16.0.1,52508,192.168.10.50,80,6,71841072,8,7,56,11607,162.3444594,0.208794212,20,0,7.0,4380,0,1658.142857,729.3125,1399.285566,1958000.096,777.9333333,DDoS,1
172.16.0.1,52509,192.168.10.50,80,6,1746015,3,6,26,11607,6662.600264,5.154594892,20,0,8.666666667,5840,0,1934.5,1163.3,2031.339572,4126340.456,1292.555556,DDoS,1
172.16.0.1,52509,192.168.10.50,80,6,71436867,8,6,56,11607,163.263039,0.19597724,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52510,192.168.10.50,80,6,71279882,8,6,56,11607,163.6226053,0.196408855,20,0,7.0,4380,0,1934.5,777.9333333,1627.46176,2648631.781,833.5,DDoS,1
172.16.0.1,52511,192.168.10.50,80,6,710820,2,6,20,11601,16348.72401,11.25460735,20,0,10.0,4380,0,1933.5,1291.222222,1690.960066,2859345.944,1452.625,DDoS,1
172.16.0.1,52511,192.168.10.50,80,6,71280986,8,6,56,11607,163.6200711,0.196405813,20,0,7.0,4380,0,1934.5,777.9333333,1627.46176,2648631.781,833.5,DDoS,1
172.16.0.1,52512,192.168.10.50,80,6,711917,3,6,26,11601,16331.96005,12.64192315,20,0,8.666666667,5840,0,1933.5,1162.7,1918.795458,3681776.011,1291.888889,DDoS,1
172.16.0.1,52512,192.168.10.50,80,6,71279757,8,5,56,11607,163.6228923,0.182379971,20,0,7.0,7300,0,2321.4,833.5,2184.061804,4770125.962,897.6153846,DDoS,1
172.16.0.1,52513,192.168.10.50,80,6,711811,3,5,26,11601,16334.39213,11.23893843,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52513,192.168.10.50,80,6,71278346,8,4,56,11607,163.6261313,0.168354075,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52514,192.168.10.50,80,6,711812,3,5,26,11601,16334.36919,11.23892264,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52514,192.168.10.50,80,6,71279601,8,6,56,11607,163.6232504,0.196409629,20,0,7.0,5840,0,1934.5,777.9333333,1814.694877,3293117.495,833.5,DDoS,1
172.16.0.1,52515,192.168.10.50,80,6,699202,3,4,26,11607,16637.53822,10.01141301,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52516,192.168.10.50,80,6,699440,3,4,26,11607,16631.87693,10.00800641,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52517,192.168.10.50,80,6,699444,3,5,26,11607,16631.78182,11.4376562,20,0,8.666666667,10220,0,2321.4,1292.555556,3378.299021,11400000.0,1454.125,DDoS,1
172.16.0.1,52518,192.168.10.50,80,6,699567,3,5,26,11607,16628.85756,11.43564519,20,0,8.666666667,7300,0,2321.4,1292.555556,2662.264877,7087654.278,1454.125,DDoS,1
172.16.0.1,52519,192.168.10.50,80,6,699629,3,5,26,11607,16627.38394,11.43463178,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52520,192.168.10.50,80,6,699660,3,5,26,11607,16626.64723,11.43412515,20,0,8.666666667,7300,0,2321.4,1292.555556,2662.264877,7087654.278,1454.125,DDoS,1
172.16.0.1,52521,192.168.10.50,80,6,699731,3,5,26,11607,16624.96016,11.43296495,20,0,8.666666667,8675,0,2321.4,1292.555556,2931.429562,8593279.278,1454.125,DDoS,1
172.16.0.1,52522,192.168.10.50,80,6,699778,3,4,26,11607,16623.84356,10.00317243,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52523,192.168.10.50,80,6,699896,3,4,26,11607,16621.04084,10.00148594,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52524,192.168.10.50,80,6,654641,3,5,26,11607,17770.04496,12.22043838,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52525,192.168.10.50,80,6,608569,3,5,26,11607,19115.3345,13.14559237,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52526,192.168.10.50,80,6,608616,3,4,26,11607,19113.85833,11.50150505,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52527,192.168.10.50,80,6,608767,3,4,26,11607,19109.11728,11.49865219,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52528,192.168.10.50,80,6,546051,3,4,26,11607,21303.87088,12.81931541,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52529,192.168.10.50,80,6,140003,3,4,26,11607,83091.07662,49.99892859,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52530,192.168.10.50,80,6,39780,3,8,26,11601,292282.554,276.5208648,20,0,8.666666667,2920,0,1450.125,968.9166667,1131.093715,1279372.992,1057.0,DDoS,1
172.16.0.1,52530,192.168.10.50,80,6,71665483,8,4,56,11601,162.6585005,0.167444626,20,0,7.0,10135,0,2900.25,897.1538462,2804.564846,7865583.974,971.9166667,DDoS,1
172.16.0.1,52531,192.168.10.50,80,6,39826,3,6,26,11601,291944.9606,225.9830262,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52531,192.168.10.50,80,6,71665430,8,6,56,11601,162.6586208,0.195352208,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52532,192.168.10.50,80,6,39745,3,5,26,11601,292539.9421,201.2831803,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52532,192.168.10.50,80,6,71659815,8,6,56,11601,162.6713661,0.195367515,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52533,192.168.10.50,80,6,40252,3,4,26,11601,288855.2122,173.9044023,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52533,192.168.10.50,80,6,72258730,8,5,56,11601,161.3230678,0.179909057,20,0,7.0,4380,0,2320.2,833.0714286,1679.986285,2822353.918,897.1538462,DDoS,1
172.16.0.1,52534,192.168.10.50,80,6,39680,3,5,26,11601,293019.1532,201.6129032,20,0,8.666666667,4380,0,2320.2,1291.888889,1980.710254,3923213.111,1453.375,DDoS,1
172.16.0.1,52534,192.168.10.50,80,6,72261719,8,5,56,11601,161.3163949,0.179901616,20,0,7.0,5840,0,2320.2,833.0714286,1774.906302,3150292.379,897.1538462,DDoS,1
172.16.0.1,52535,192.168.10.50,80,6,25235,3,7,26,11601,460748.9598,396.2750149,20,0,8.666666667,2920,0,1657.285714,1057.0,1315.75674,1731215.8,1162.7,DDoS,1
172.16.0.1,52535,192.168.10.50,80,6,72255105,8,6,56,11601,161.3311613,0.193757936,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52536,192.168.10.50,80,6,25515,3,5,26,11601,455692.7298,313.5410543,20,0,8.666666667,7300,0,2320.2,1291.888889,2460.652985,6054813.111,1453.375,DDoS,1
172.16.0.1,52536,192.168.10.50,80,6,72253015,8,4,56,11601,161.335828,0.166083035,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52537,192.168.10.50,80,6,325696,3,4,26,11601,35698.93398,21.49243466,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52537,192.168.10.50,80,6,71961891,8,4,56,11601,161.9885169,0.166754929,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52538,192.168.10.50,80,6,25563,3,6,26,11601,454837.0692,352.0713531,20,0,8.666666667,7300,0,1933.5,1162.7,2258.94725,5102842.678,1291.888889,DDoS,1
172.16.0.1,52538,192.168.10.50,80,6,72253754,8,5,56,11601,161.3341779,0.179921447,20,0,7.0,5840,0,2320.2,833.0714286,1774.906302,3150292.379,897.1538462,DDoS,1
172.16.0.1,52539,192.168.10.50,80,6,325341,3,4,26,11601,35737.88732,21.51588641,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52539,192.168.10.50,80,6,71964023,8,4,56,11601,161.9837179,0.166749988,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52540,192.168.10.50,80,6,367070,3,6,26,11601,31675.15733,24.51848421,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52540,192.168.10.50,80,6,71924234,8,4,56,11601,162.0733284,0.166842236,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52541,192.168.10.50,80,6,367309,3,6,26,11601,31654.54699,24.50253057,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52541,192.168.10.50,80,6,71923236,8,4,56,11601,162.0755774,0.166844551,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52542,192.168.10.50,80,6,1170097,2,6,20,11601,9931.655239,6.837040006,20,0,10.0,4380,0,1933.5,1291.222222,1690.960066,2859345.944,1452.625,DDoS,1
172.16.0.1,52542,192.168.10.50,80,6,71110149,8,5,56,11601,163.9287804,0.182814973,20,0,7.0,5840,0,2320.2,833.0714286,1774.906302,3150292.379,897.1538462,DDoS,1
172.16.0.1,52543,192.168.10.50,80,6,1170248,3,5,26,11601,9935.500851,6.836157806,20,0,8.666666667,5840,0,2320.2,1291.888889,2110.95076,4456113.111,1453.375,DDoS,1
172.16.0.1,52543,192.168.10.50,80,6,71105239,8,5,56,11601,163.9401001,0.182827597,20,0,7.0,7300,0,2320.2,833.0714286,2033.250541,4134107.764,897.1538462,DDoS,1
172.16.0.1,52544,192.168.10.50,80,6,1215935,3,6,26,11601,9562.188768,7.40171144,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52544,192.168.10.50,80,6,71280832,8,6,56,11601,163.5362505,0.196406237,20,0,7.0,4380,0,1933.5,777.5333333,1434.571657,2057995.838,833.0714286,DDoS,1
172.16.0.1,52545,192.168.10.50,80,6,1218397,3,6,26,11601,9542.86657,7.386754892,20,0,8.666666667,4380,0,1933.5,1162.7,1645.241762,2706820.456,1291.888889,DDoS,1
172.16.0.1,52545,192.168.10.50,80,6,71060127,8,5,56,11607,164.1286118,0.182943664,20,0,7.0,5840,0,2321.4,833.5,2103.115592,4423095.192,897.6153846,DDoS,1
172.16.0.1,52546,192.168.10.50,80,6,1214402,3,7,26,11601,9574.259594,8.234505543,20,0,8.666666667,4380,0,1657.285714,1057.0,1468.855269,2157535.8,1162.7,DDoS,1
172.16.0.1,52546,192.168.10.50,80,6,71284779,8,6,56,11607,163.6113651,0.196395362,20,0,7.0,5840,0,1934.5,777.9333333,1804.898987,3257660.352,833.5,DDoS,1
172.16.0.1,52547,192.168.10.50,80,6,1218339,3,7,26,11601,9543.320866,8.20789616,20,0,8.666666667,4380,0,1657.285714,1057.0,1468.855269,2157535.8,1162.7,DDoS,1
172.16.0.1,52547,192.168.10.50,80,6,71890627,8,5,56,11607,162.2325536,0.180830249,20,0,7.0,8760,0,2321.4,833.5,2402.71381,5773033.654,897.6153846,DDoS,1
172.16.0.1,52548,192.168.10.50,80,6,1219859,3,5,26,11601,9531.429452,6.558134998,20,0,8.666666667,4380,0,2320.2,1291.888889,1980.710254,3923213.111,1453.375,DDoS,1
172.16.0.1,52548,192.168.10.50,80,6,71887036,8,6,56,11607,162.2406577,0.194749996,20,0,7.0,4380,0,1934.5,777.9333333,1627.46176,2648631.781,833.5,DDoS,1
172.16.0.1,52549,192.168.10.50,80,6,71966879,8,6,56,11607,162.0606613,0.194533933,20,0,7.0,4380,0,1934.5,777.9333333,1627.46176,2648631.781,833.5,DDoS,1
172.16.0.1,52550,192.168.10.50,80,6,1195332,3,5,26,11607,9732.024241,6.692701275,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52551,192.168.10.50,80,6,1195391,3,5,26,11607,9731.543905,6.692370948,20,0,8.666666667,5840,0,2321.4,1292.555556,2554.159212,6523729.278,1454.125,DDoS,1
172.16.0.1,52552,192.168.10.50,80,6,1245638,3,6,26,11607,9338.989337,7.225213104,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52552,192.168.10.50,80,6,71920557,8,6,56,11607,162.16504,0.194659227,20,0,7.0,4380,0,1934.5,777.9333333,1627.46176,2648631.781,833.5,DDoS,1
172.16.0.1,52553,192.168.10.50,80,6,1285154,3,6,26,11607,9051.833477,7.003051774,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52553,192.168.10.50,80,6,71883607,8,4,56,11601,162.1649286,0.166936531,20,0,7.0,8760,0,2900.25,897.1538462,2488.507044,6192667.308,971.9166667,DDoS,1
172.16.0.1,52554,192.168.10.50,80,6,1288452,3,6,26,11607,9028.663854,6.985126338,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52554,192.168.10.50,80,6,71881839,9,5,62,11601,162.2523876,0.194764077,20,0,6.888888889,7300,0,2320.2,777.9333333,1970.892563,3884417.495,833.5,DDoS,1
172.16.0.1,52555,192.168.10.50,80,6,1288097,3,7,26,11607,9031.152157,7.76339049,20,0,8.666666667,4295,0,1658.142857,1057.545455,1591.524638,2532950.673,1163.3,DDoS,1
172.16.0.1,52555,192.168.10.50,80,6,71881151,9,5,62,11601,162.2539405,0.194765941,20,0,6.888888889,4380,0,2320.2,777.9333333,1632.89937,2666360.352,833.5,DDoS,1
172.16.0.1,52556,192.168.10.50,80,6,1343505,3,6,26,11607,8658.694981,6.698895799,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52556,192.168.10.50,80,6,71811212,8,4,56,11601,162.3284119,0.167104825,20,0,7.0,7215,0,2900.25,897.1538462,2250.514898,5064817.308,971.9166667,DDoS,1
172.16.0.1,52557,192.168.10.50,80,6,1748428,3,6,26,11607,6653.40523,5.147481052,20,0,8.666666667,4380,0,1934.5,1163.3,1903.962654,3625073.789,1292.555556,DDoS,1
172.16.0.1,52557,192.168.10.50,80,6,71407885,8,5,56,11601,163.2452775,0.182052724,20,0,7.0,5840,0,2320.2,833.0714286,1774.906302,3150292.379,897.1538462,DDoS,1
172.16.0.1,52558,192.168.10.50,80,6,1563919,3,5,26,11607,7438.364775,5.11535444,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52558,192.168.10.50,80,6,71332568,8,6,56,11601,163.4176412,0.196263788,20,0,7.0,2920,0,1933.5,777.5333333,1324.190905,1753481.552,833.0714286,DDoS,1
172.16.0.1,52559,192.168.10.50,80,6,1563956,3,4,26,11607,7438.188798,4.475829243,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52559,192.168.10.50,80,6,71308046,8,5,56,11601,163.4738386,0.182307618,20,0,7.0,5840,0,2320.2,833.0714286,1774.906302,3150292.379,897.1538462,DDoS,1
172.16.0.1,52560,192.168.10.50,80,6,1523422,3,6,26,11607,7636.098205,5.907752415,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52560,192.168.10.50,80,6,71328747,9,5,62,11601,163.5105128,0.196274302,20,0,6.888888889,5840,0,2320.2,777.9333333,1723.622534,2970874.638,833.5,DDoS,1
172.16.0.1,52561,192.168.10.50,80,6,1523344,3,6,26,11607,7636.489197,5.908054911,20,0,8.666666667,5840,0,1934.5,1163.3,2138.329153,4572451.567,1292.555556,DDoS,1
172.16.0.1,52561,192.168.10.50,80,6,71329319,9,5,62,11601,163.5092016,0.196272728,20,0,6.888888889,5840,0,2320.2,777.9333333,1723.622534,2970874.638,833.5,DDoS,1
172.16.0.1,52562,192.168.10.50,80,6,760152,3,5,26,11607,15303.51824,10.52421095,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52562,192.168.10.50,80,6,71277299,8,5,56,11607,163.6285348,0.18238626,20,0,7.0,7215,0,2321.4,833.5,2175.302587,4731941.346,897.6153846,DDoS,1
172.16.0.1,52563,192.168.10.50,80,6,760245,3,5,26,11607,15301.64618,10.52292353,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52563,192.168.10.50,80,6,71277922,9,5,62,11607,163.7112822,0.196414256,20,0,6.888888889,7215,0,2321.4,778.3333333,2107.034872,4439595.952,833.9285714,DDoS,1
172.16.0.1,52564,192.168.10.50,80,6,713084,3,4,26,11601,16305.23192,9.816515305,20,0,8.666666667,10135,0,2900.25,1453.375,3544.652026,12600000.0,1661.0,DDoS,1
172.16.0.1,52564,192.168.10.50,80,6,71278224,8,4,56,11607,163.6264113,0.168354363,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52565,192.168.10.50,80,6,713560,3,4,26,11601,16294.35506,9.809966926,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52565,192.168.10.50,80,6,71277627,8,6,56,11607,163.6277818,0.196415069,20,0,7.0,4380,0,1934.5,777.9333333,1627.46176,2648631.781,833.5,DDoS,1
172.16.0.1,52566,192.168.10.50,80,6,713740,3,4,26,11601,16290.24575,9.807492925,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52566,192.168.10.50,80,6,71276723,8,4,56,11607,163.6298571,0.168357908,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52567,192.168.10.50,80,6,714854,3,4,26,11601,16264.85968,9.792209318,20,0,8.666666667,8760,0,2900.25,1453.375,3113.952607,9696700.839,1661.0,DDoS,1
172.16.0.1,52567,192.168.10.50,80,6,71274806,8,4,56,11607,163.6342581,0.168362437,20,0,7.0,11595,0,2901.75,897.6153846,3214.167532,10300000.0,972.4166667,DDoS,1
172.16.0.1,52568,192.168.10.50,80,6,714268,3,5,26,11601,16278.2037,11.20027777,20,0,8.666666667,8760,0,2320.2,1291.888889,2866.607422,8217438.111,1453.375,DDoS,1
172.16.0.1,52568,192.168.10.50,80,6,71278384,8,5,56,11607,163.626044,0.182383484,20,0,7.0,10220,0,2321.4,833.5,2726.136143,7431818.269,897.6153846,DDoS,1
172.16.0.1,52569,192.168.10.50,80,6,702595,3,5,26,11607,16557.19155,11.38636056,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52570,192.168.10.50,80,6,687762,3,5,26,11607,16914.28139,11.63193081,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52571,192.168.10.50,80,6,687893,3,5,26,11607,16911.0603,11.62971567,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52572,192.168.10.50,80,6,657349,3,5,26,11607,17696.83988,12.17009534,20,0,8.666666667,5840,0,2321.4,1292.555556,2554.159212,6523729.278,1454.125,DDoS,1
172.16.0.1,52573,192.168.10.50,80,6,625973,3,5,26,11607,18583.86863,12.78010393,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52574,192.168.10.50,80,6,610937,3,5,26,11607,19041.24321,13.09463987,20,0,8.666666667,7215,0,2321.4,1292.555556,2650.585648,7025604.278,1454.125,DDoS,1
172.16.0.1,52575,192.168.10.50,80,6,610949,3,5,26,11607,19040.86921,13.09438267,20,0,8.666666667,5840,0,2321.4,1292.555556,2554.159212,6523729.278,1454.125,DDoS,1
172.16.0.1,52576,192.168.10.50,80,6,548555,3,4,26,11607,21206.62468,12.76079883,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52577,192.168.10.50,80,6,142270,3,4,26,11607,81767.06263,49.20222113,20,0,8.666666667,11595,0,2901.75,1454.125,4097.537534,16800000.0,1661.857143,DDoS,1
172.16.0.1,52578,192.168.10.50,80,6,49922,3,5,26,11607,233023.5167,160.24999,20,0,8.666666667,10135,0,2321.4,1292.555556,3350.634907,11200000.0,1454.125,DDoS,1
172.16.0.1,52579,192.168.10.50,80,6,67093,3,6,26,11607,173386.1953,134.1421609,20,0,8.666666667,4380,0,1934.5,1163.3,1903.962654,3625073.789,1292.555556,DDoS,1
172.16.0.1,52580,192.168.10.50,80,6,82387,3,6,26,11607,141199.4611,109.2405355,20,0,8.666666667,5840,0,1934.5,1163.3,2031.339572,4126340.456,1292.555556,DDoS,1
172.16.0.1,52580,192.168.10.50,80,6,71273849,9,4,62,11601,163.6364552,0.182395089,20,0,6.888888889,8760,0,2900.25,833.5,2402.71381,5773033.654,897.6153846,DDoS,1
172.16.0.1,52581,192.168.10.50,80,6,82197,3,6,26,11607,141525.8464,109.4930472,20,0,8.666666667,5755,0,1934.5,1163.3,2131.87096,4544873.789,1292.555556,DDoS,1
